date,station,station_code,special,prize1,prize2,prize3_1,prize3_2,prize4_1,prize4_2,prize4_3,prize4_4,prize4_5,prize4_6,prize4_7,prize5,prize6_1,prize6_2,prize6_3,prize7,prize8
2026-04-06,TP. HCM,XSHCM - 4B2,99965,54463,32026,12368,5686,34908,20,20847,51662,69966,72491,9031,6622,8287,5438,3394,131,97
2026-04-11,TP. HCM,XSHCM - 4B7,812128,3769,49980,88131,92072,85847,47603,70014,6504,85806,8922,42403,244,2409,4086,603,961,94
2026-04-13,TP. HCM,XSHCM - 4C2,310631,67501,16244,40232,94170,60684,75206,1217,87930,86044,99326,36303,4574,2648,1819,1455,454,48
2026-04-18,TP. HCM,XSHCM - 4C7,724556,84911,56465,76171,97094,71547,34467,89393,53714,88469,78345,75365,8156,5658,84,1452,84,76
2026-04-20,TP. HCM,XSHCM - 4D2,327706,88290,15039,44955,36375,27846,12330,69104,8971,63241,88701,89037,3987,2864,9041,3530,280,12
2026-04-25,TP. HCM,XSHCM - 4D7,77465,96078,1164,61380,61983,97593,3627,24571,64204,6681,19002,11494,906,7793,8407,7765,12,52
2026-04-27,TP. HCM,XSHCM - 4E2,688903,98027,50342,90296,67805,53813,90730,66480,16603,55852,66501,38544,4666,9558,5988,9171,284,69
2026-05-02,TP. HCM,XSHCM - 5A7,309079,33183,32154,84059,11994,90309,32266,49673,71468,49163,89227,16240,4750,5456,3625,5989,173,33
2026-05-04,TP. HCM,XSHCM - 5B2,975219,82161,37386,84046,25226,5730,61846,95984,98332,98740,84073,74599,5628,2060,1982,41,598,41
2026-05-09,TP. HCM,XSHCM - 5B7,63178,27267,98159,6773,99588,12374,5949,47189,32784,27474,41031,22627,3271,990,7134,8442,874,13
2026-05-11,TP. HCM,XSHCM - 5C2,115854,98301,97781,1387,58344,86873,73430,5706,7918,21430,76206,51322,2042,8633,567,8337,727,80
2026-05-16,TP. HCM,XSHCM - 5C7,911805,7481,75541,22302,94319,31340,6531,29369,19229,29267,31681,70703,346,1440,5694,1358,172,6
2026-05-18,TP. HCM,XSHCM - 5D2,590856,55065,20056,86971,35330,98291,51114,65521,24525,58221,64442,27024,6698,6837,7860,1857,142,80
2026-05-23,TP. HCM,XSHCM - 5D7,121910,4001,90535,12498,31302,84104,78730,86570,54022,58464,82240,29470,7561,4656,3766,2655,209,38
2026-05-25,TP. HCM,XSHCM - 5E2,846479,72403,29991,63850,67358,90914,30485,95966,60585,43339,93884,83229,7043,6553,5793,7873,760,76
2026-05-30,TP. HCM,XSHCM - 5E7,805808,96879,53344,68270,46101,40480,76299,48432,7033,83564,71301,74717,9525,9062,7997,3321,257,93
2026-06-01,TP. HCM,XSHCM - 6A2,725887,23234,27569,3,66394,56864,65810,70373,90351,83333,13752,71353,2799,244,9957,1606,372,8
2026-06-06,TP. HCM,XSHCM - 6A7,94580,17895,53172,13453,59076,43852,80668,99881,93594,95461,98404,69356,5326,6437,6986,3001,702,95
2026-06-08,TP. HCM,XSHCM - 6B2,925261,92526,77229,93185,70100,43034,48552,73454,20955,26652,81877,76095,2460,3795,5987,8271,439,75
2026-06-13,TP. HCM,XSHCM - 6B7,122619,64203,87108,94357,13753,36839,53264,34587,55978,41396,20441,62133,3617,5693,1685,8492,65,74
2026-06-15,TP. HCM,XSHCM - 6C2,285122,66382,97467,82950,51229,64240,41551,82062,39797,21357,10268,98540,5640,2105,7,1797,616,34
2026-06-20,TP. HCM,XSHCM - 6C7,569733,30806,77488,12702,94108,93986,24942,54496,38550,24312,74323,57347,3581,9271,5551,516,406,33
2026-06-22,TP. HCM,XSHCM - 6D2,712554,46958,37364,76666,73039,30230,15722,6908,45568,23293,72547,20203,7811,1980,4915,6194,47,68
2026-06-27,TP. HCM,XSHCM - 6D7,608165,6554,82478,20190,21088,85176,59787,21162,40767,8337,1564,97524,6693,3249,1646,9653,347,28
2026-06-29,TP. HCM,XSHCM - 6E2,531137,32859,10630,46332,28464,77126,66496,46579,52250,25881,56352,16765,6152,4062,5746,6591,8,45
2026-07-04,TP. HCM,XSHCM - 7A7,185542,10124,31285,38864,73603,10817,3857,8323,3793,77113,517,86435,7853,7252,8102,2155,817,98
